Module	Section	Sample Name	Source
FastQC	all_sections	SRR6443864_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443864_1_fastqc.zip
FastQC	all_sections	SRR6443864_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443864_2_fastqc.zip
FastQC	all_sections	SRR6443865_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443865_1_fastqc.zip
FastQC	all_sections	SRR6443865_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443865_2_fastqc.zip
FastQC	all_sections	SRR6443866_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443866_1_fastqc.zip
FastQC	all_sections	SRR6443866_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443866_2_fastqc.zip
FastQC	all_sections	SRR6443867_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443867_1_fastqc.zip
FastQC	all_sections	SRR6443867_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443867_2_fastqc.zip
FastQC	all_sections	SRR6443868_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443868_1_fastqc.zip
FastQC	all_sections	SRR6443868_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443868_2_fastqc.zip
FastQC	all_sections	SRR6443869_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443869_1_fastqc.zip
FastQC	all_sections	SRR6443869_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443869_2_fastqc.zip
FastQC	all_sections	SRR6443870_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443870_1_fastqc.zip
FastQC	all_sections	SRR6443870_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443870_2_fastqc.zip
FastQC	all_sections	SRR6443871_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443871_1_fastqc.zip
FastQC	all_sections	SRR6443871_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443871_2_fastqc.zip
FastQC	all_sections	SRR6443872_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443872_1_fastqc.zip
FastQC	all_sections	SRR6443872_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443872_2_fastqc.zip
FastQC	all_sections	SRR6443873_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443873_1_fastqc.zip
FastQC	all_sections	SRR6443873_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443873_2_fastqc.zip
FastQC	all_sections	SRR6443874_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443874_1_fastqc.zip
FastQC	all_sections	SRR6443874_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443874_2_fastqc.zip
FastQC	all_sections	SRR6443875_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443875_1_fastqc.zip
FastQC	all_sections	SRR6443875_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443875_2_fastqc.zip
FastQC	all_sections	SRR6443876_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443876_1_fastqc.zip
FastQC	all_sections	SRR6443876_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443876_2_fastqc.zip
FastQC	all_sections	SRR6443877_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443877_1_fastqc.zip
FastQC	all_sections	SRR6443877_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443877_2_fastqc.zip
FastQC	all_sections	SRR6443878_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443878_1_fastqc.zip
FastQC	all_sections	SRR6443878_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443878_2_fastqc.zip
FastQC	all_sections	SRR6443879_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443879_1_fastqc.zip
FastQC	all_sections	SRR6443879_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443879_2_fastqc.zip
FastQC	all_sections	SRR6443880_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443880_1_fastqc.zip
FastQC	all_sections	SRR6443880_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443880_2_fastqc.zip
FastQC	all_sections	SRR6443881_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443881_1_fastqc.zip
FastQC	all_sections	SRR6443881_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443881_2_fastqc.zip
FastQC	all_sections	SRR6443882_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443882_1_fastqc.zip
FastQC	all_sections	SRR6443882_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443882_2_fastqc.zip
FastQC	all_sections	SRR6443883_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443883_1_fastqc.zip
FastQC	all_sections	SRR6443883_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443883_2_fastqc.zip
FastQC	all_sections	SRR6443884_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443884_1_fastqc.zip
FastQC	all_sections	SRR6443884_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443884_2_fastqc.zip
FastQC	all_sections	SRR6443885_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443885_1_fastqc.zip
FastQC	all_sections	SRR6443885_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443885_2_fastqc.zip
FastQC	all_sections	SRR6443886_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443886_1_fastqc.zip
FastQC	all_sections	SRR6443886_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443886_2_fastqc.zip
FastQC	all_sections	SRR6443887_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443887_1_fastqc.zip
FastQC	all_sections	SRR6443887_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443887_2_fastqc.zip
FastQC	all_sections	SRR6443888_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443888_1_fastqc.zip
FastQC	all_sections	SRR6443888_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443888_2_fastqc.zip
FastQC	all_sections	SRR6443889_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443889_1_fastqc.zip
FastQC	all_sections	SRR6443889_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443889_2_fastqc.zip
FastQC	all_sections	SRR6443890_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443890_1_fastqc.zip
FastQC	all_sections	SRR6443890_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443890_2_fastqc.zip
FastQC	all_sections	SRR6443891_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443891_1_fastqc.zip
FastQC	all_sections	SRR6443891_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443891_2_fastqc.zip
FastQC	all_sections	SRR6443892_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443892_1_fastqc.zip
FastQC	all_sections	SRR6443892_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443892_2_fastqc.zip
FastQC	all_sections	SRR6443893_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443893_1_fastqc.zip
FastQC	all_sections	SRR6443893_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443893_2_fastqc.zip
FastQC	all_sections	SRR6443894_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443894_1_fastqc.zip
FastQC	all_sections	SRR6443894_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443894_2_fastqc.zip
FastQC	all_sections	SRR6443895_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443895_1_fastqc.zip
FastQC	all_sections	SRR6443895_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443895_2_fastqc.zip
FastQC	all_sections	SRR6443896_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443896_1_fastqc.zip
FastQC	all_sections	SRR6443896_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443896_2_fastqc.zip
FastQC	all_sections	SRR6443897_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443897_1_fastqc.zip
FastQC	all_sections	SRR6443897_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443897_2_fastqc.zip
FastQC	all_sections	SRR6443898_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443898_1_fastqc.zip
FastQC	all_sections	SRR6443898_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443898_2_fastqc.zip
FastQC	all_sections	SRR6443899_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443899_1_fastqc.zip
FastQC	all_sections	SRR6443899_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443899_2_fastqc.zip
FastQC	all_sections	SRR6443900_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443900_1_fastqc.zip
FastQC	all_sections	SRR6443900_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443900_2_fastqc.zip
FastQC	all_sections	SRR6443901_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443901_1_fastqc.zip
FastQC	all_sections	SRR6443901_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443901_2_fastqc.zip
FastQC	all_sections	SRR6443902_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443902_1_fastqc.zip
FastQC	all_sections	SRR6443902_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443902_2_fastqc.zip
FastQC	all_sections	SRR6443903_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443903_1_fastqc.zip
FastQC	all_sections	SRR6443903_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443903_2_fastqc.zip
FastQC	all_sections	SRR6443904_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443904_1_fastqc.zip
FastQC	all_sections	SRR6443904_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443904_2_fastqc.zip
FastQC	all_sections	SRR6443905_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443905_1_fastqc.zip
FastQC	all_sections	SRR6443905_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443905_2_fastqc.zip
FastQC	all_sections	SRR6443906_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443906_1_fastqc.zip
FastQC	all_sections	SRR6443906_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443906_2_fastqc.zip
FastQC	all_sections	SRR6443907_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443907_1_fastqc.zip
FastQC	all_sections	SRR6443907_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443907_2_fastqc.zip
FastQC	all_sections	SRR6443908_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443908_1_fastqc.zip
FastQC	all_sections	SRR6443908_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443908_2_fastqc.zip
FastQC	all_sections	SRR6443909_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443909_1_fastqc.zip
FastQC	all_sections	SRR6443909_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443909_2_fastqc.zip
FastQC	all_sections	SRR6443910_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443910_1_fastqc.zip
FastQC	all_sections	SRR6443910_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443910_2_fastqc.zip
FastQC	all_sections	SRR6443911_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443911_1_fastqc.zip
FastQC	all_sections	SRR6443911_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443911_2_fastqc.zip
FastQC	all_sections	SRR6443912_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443912_1_fastqc.zip
FastQC	all_sections	SRR6443912_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443912_2_fastqc.zip
FastQC	all_sections	SRR6443913_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443913_1_fastqc.zip
FastQC	all_sections	SRR6443913_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443913_2_fastqc.zip
FastQC	all_sections	SRR6443914_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443914_1_fastqc.zip
FastQC	all_sections	SRR6443914_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443914_2_fastqc.zip
FastQC	all_sections	SRR6443915_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443915_1_fastqc.zip
FastQC	all_sections	SRR6443915_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443915_2_fastqc.zip
FastQC	all_sections	SRR6443916_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443916_1_fastqc.zip
FastQC	all_sections	SRR6443916_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443916_2_fastqc.zip
FastQC	all_sections	SRR6443917_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443917_1_fastqc.zip
FastQC	all_sections	SRR6443917_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443917_2_fastqc.zip
FastQC	all_sections	SRR6443918_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443918_1_fastqc.zip
FastQC	all_sections	SRR6443918_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443918_2_fastqc.zip
FastQC	all_sections	SRR6443919_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443919_1_fastqc.zip
FastQC	all_sections	SRR6443919_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443919_2_fastqc.zip
FastQC	all_sections	SRR6443920_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443920_1_fastqc.zip
FastQC	all_sections	SRR6443920_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443920_2_fastqc.zip
FastQC	all_sections	SRR6443921_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443921_1_fastqc.zip
FastQC	all_sections	SRR6443921_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443921_2_fastqc.zip
FastQC	all_sections	SRR6443922_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443922_1_fastqc.zip
FastQC	all_sections	SRR6443922_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443922_2_fastqc.zip
FastQC	all_sections	SRR6443923_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443923_1_fastqc.zip
FastQC	all_sections	SRR6443923_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443923_2_fastqc.zip
FastQC	all_sections	SRR6443924_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443924_1_fastqc.zip
FastQC	all_sections	SRR6443924_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443924_2_fastqc.zip
FastQC	all_sections	SRR6443925_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443925_1_fastqc.zip
FastQC	all_sections	SRR6443925_2	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443925_2_fastqc.zip
FastQC	all_sections	SRR6443926_1	/local/workdir/rc969/fiber_microbiome_project/analysis/00_fastqc/fastqc_report/SRR6443926_1_fastqc.zip
